diffNuisances run on /nfs/dust/cms/user/sobhatta/work/stopPairToTau/combine/CMSSW_10_2_13/src/corrCovTestDir/SMS-T8bbstausnu_mStop-200to1800_XCha0p5_XStau0p5_tauTau_analysis_DYveto_pseudodataSB_combined_card2016_card2017_card2018/combineDatacard_SRB_800_300_pseudodataSB/fitDiagnosticsTest.root, at 2021-11-02 07:15:08.836527 with the following options ... {'absolute_values': False, 'show_all_parameters': True, 'format': 'text', 'stol2': 0.5, 'pullDef': '', 'vtol': 0.3, 'stol': 0.1, 'plotfile': 'plots.root', 'skipFitB': False, 'sortBy': 'correlation', 'vtol2': 2.0, 'poi': 'r', 'skipFitS': False}

name                                              b-only fit            s+b fit         rho  approx impact
sigMET                                           +0.00, 1.00        -0.00, 1.00       -0.22      -0.053
tauFakeRateRegion                                +0.83, 0.84     * -0.00, 0.88*     *-0.17*      -0.036
syst2018_tauFastFullSimSF                        -0.00, 1.00        -0.00, 0.99       -0.13      -0.029
scale                                            +0.51, 1.00     * -0.00, 0.97*       -0.12      -0.027
syst2018_tauIDisoSF                              -0.03, 0.91        +0.00, 0.89     *-0.11*      -0.023
syst2018_tauTriggerSF                            -0.06, 0.74     * -0.00, 0.73*     *-0.09*      -0.015
syst2016_tauFastFullSimSF                        -0.00, 1.00        -0.00, 0.99       -0.09      -0.020
stat2018_fake_SRB2                               -0.15, 0.89     * -0.00, 0.89*     *+0.09*      +0.020
syst2016_tauES                                   +0.09, 0.54     * +0.00, 0.72*     *-0.08*      -0.013
stat2018_fake_SRB1                               -0.29, 0.75     * +0.00, 0.74*     *+0.08*      +0.014
syst2017_tauTriggerSF                            -0.24, 0.73     * +0.00, 0.71*     *-0.07*      -0.011
stat2016_fake_SRB5                               +0.42, 0.85     * -0.00, 0.93*       -0.07      -0.016
syst2018_luminosity                              +0.08, 1.00        -0.00, 1.00       -0.06      -0.013
syst2017_tauFastFullSimSF                        -0.00, 1.00        -0.00, 0.99       -0.06      -0.013
syst2016_tauIDisoSF                              -0.12, 0.87     * +0.00, 0.85*     *-0.06*      -0.013
stat2018_DY_SRB5                                 +0.11, 1.04        -0.00, 0.98       -0.06      -0.014
stat2017_fake_SRB5                               +0.48, 0.91     * +0.00, 0.96*       -0.06      -0.013
stat2017_fake_SRB1                               -0.27, 0.76     * -0.00, 0.77*     *+0.06*      +0.011
stat2017_TT_SRB5                                 +0.21, 0.99        +0.00, 0.96       -0.06      -0.013
syst2017_tauIDisoSF                              -0.12, 0.95        +0.00, 0.93       -0.05      -0.010
stat2018_fake_SRB6                               -0.21, 0.71     * +0.00, 0.72*     *+0.05*      +0.009
stat2018_fake_SRB5                               +0.91, 0.51     * -0.00, 0.98*       -0.05      -0.012
stat2018_fake_SRB13                              +0.26, 0.89     * +0.00, 0.92*       -0.05      -0.012
stat2018_fake_SRB10                              +0.15, 0.85     * -0.00, 0.93*       -0.05      -0.011
stat2017_fake_SRB2                               -0.12, 0.87     * +0.00, 0.89*     *+0.05*      +0.011
stat2017_fake_SRB15                              +0.24, 1.07        -0.00, 0.99       -0.05      -0.012
stat2017_fake_SRB14                              +0.22, 1.04        -0.00, 0.98       -0.05      -0.011
syst2018_ttbarSF                                 -0.09, 0.98        +0.00, 0.98       +0.04      +0.010
stat2018_sig_SRB15                               -0.00, 1.00        -0.00, 1.00       -0.04      -0.010
stat2018_otherSM_SRB5                            +0.08, 1.01        -0.00, 0.99       -0.04      -0.009
